tool	rank	metric	sample	value
Gold standard	superkingdom	Completeness	2	1.0
Gold standard	superkingdom	Purity	2	1.0
Gold standard	superkingdom	F1 score	2	1.0
Gold standard	superkingdom	Jaccard index	2	1.0
Gold standard	phylum	True positives	2	12.0
Gold standard	phylum	False negatives	2	0.0
Gold standard	phylum	False positives	2	0.0
Gold standard	phylum	Completeness	2	1.0
Gold standard	phylum	Purity	2	1.0
Gold standard	phylum	F1 score	2	1.0
Gold standard	phylum	Jaccard index	2	1.0
Gold standard	class	True positives	2	21.0
Gold standard	class	False negatives	2	0.0
Gold standard	class	False positives	2	0.0
Gold standard	class	Completeness	2	1.0
Gold standard	class	Purity	2	1.0
Gold standard	class	F1 score	2	1.0
Gold standard	class	Jaccard index	2	1.0
Gold standard	order	True positives	2	40.0
Gold standard	order	False negatives	2	0.0
Gold standard	order	False positives	2	0.0
Gold standard	order	Completeness	2	1.0
Gold standard	order	Purity	2	1.0
Gold standard	order	F1 score	2	1.0
Gold standard	order	Jaccard index	2	1.0
Gold standard	family	True positives	2	88.0
Gold standard	family	False negatives	2	0.0
Gold standard	family	False positives	2	0.0
Gold standard	family	Completeness	2	1.0
Gold standard	family	Purity	2	1.0
Gold standard	family	F1 score	2	1.0
Gold standard	family	Jaccard index	2	1.0
Gold standard	genus	True positives	2	194.0
Gold standard	genus	False negatives	2	0.0
Gold standard	genus	False positives	2	0.0
Gold standard	genus	Completeness	2	1.0
Gold standard	genus	Purity	2	1.0
Gold standard	genus	F1 score	2	1.0
Gold standard	genus	Jaccard index	2	1.0
Gold standard	species	True positives	2	241.0
Gold standard	species	False negatives	2	0.0
Gold standard	species	False positives	2	0.0
Gold standard	species	Completeness	2	1.0
Gold standard	species	Purity	2	1.0
Gold standard	species	F1 score	2	1.0
Gold standard	species	Jaccard index	2	1.0
Gold standard	superkingdom	L1 norm error	2	0.0
Gold standard	phylum	L1 norm error	2	0.0
Gold standard	class	L1 norm error	2	0.0
Gold standard	order	L1 norm error	2	0.0
Gold standard	family	L1 norm error	2	0.0
Gold standard	genus	L1 norm error	2	0.0
Gold standard	species	L1 norm error	2	0.0
Gold standard	na	Weighted UniFrac error	2	0.0
Gold standard	na	Unweighted UniFrac error	2	0.0
Gold standard	na	Weighted UniFrac (CAMI)	2	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	2	0.0
Gold standard	superkingdom	Sum of abundances	2	1.0
Gold standard	phylum	Sum of abundances	2	1.0
Gold standard	class	Sum of abundances	2	0.999999
Gold standard	order	Sum of abundances	2	1.0000010000000001
Gold standard	family	Sum of abundances	2	0.9999990000000003
Gold standard	genus	Sum of abundances	2	0.9654530000000002
Gold standard	species	Sum of abundances	2	0.5595230000000001
Gold standard	superkingdom	Taxon counts	2	2.0
Gold standard	phylum	Taxon counts	2	12.0
Gold standard	class	Taxon counts	2	21.0
Gold standard	order	Taxon counts	2	40.0
Gold standard	family	Taxon counts	2	88.0
Gold standard	genus	Taxon counts	2	194.0
Gold standard	species	Taxon counts	2	241.0
Gold standard	superkingdom	Bray-Curtis distance	3	0.0
Gold standard	phylum	Bray-Curtis distance	3	0.0
Gold standard	class	Bray-Curtis distance	3	0.0
Gold standard	order	Bray-Curtis distance	3	0.0
Gold standard	family	Bray-Curtis distance	3	0.0
Gold standard	genus	Bray-Curtis distance	3	0.0
Gold standard	species	Bray-Curtis distance	3	0.0
Gold standard	superkingdom	Shannon diversity	3	0.07437282252446445
Gold standard	superkingdom	Shannon equitability	3	0.10729730223295986
Gold standard	phylum	Shannon diversity	3	1.378653930444844
Gold standard	phylum	Shannon equitability	3	0.5548111558083938
Gold standard	class	Shannon diversity	3	2.189808822196603
Gold standard	class	Shannon equitability	3	0.7192618438490005
Gold standard	order	Shannon diversity	3	2.7698506652023807
Gold standard	order	Shannon equitability	3	0.750865052560438
Gold standard	family	Shannon diversity	3	3.7570502901271796
Gold standard	family	Shannon equitability	3	0.8391261247038949
Gold standard	genus	Shannon diversity	3	4.447088082642569
Gold standard	genus	Shannon equitability	3	0.8441928291086146
Gold standard	species	Shannon diversity	3	3.1676463167401794
Gold standard	species	Shannon equitability	3	0.5775321046798015
Gold standard	superkingdom	True positives	3	2.0
Gold standard	superkingdom	False negatives	3	0.0
Gold standard	superkingdom	False positives	3	0.0
Gold standard	superkingdom	Completeness	3	1.0
Gold standard	superkingdom	Purity	3	1.0
Gold standard	superkingdom	F1 score	3	1.0
Gold standard	superkingdom	Jaccard index	3	1.0
Gold standard	phylum	True positives	3	12.0
Gold standard	phylum	False negatives	3	0.0
Gold standard	phylum	False positives	3	0.0
Gold standard	phylum	Completeness	3	1.0
Gold standard	phylum	Purity	3	1.0
Gold standard	phylum	F1 score	3	1.0
Gold standard	phylum	Jaccard index	3	1.0
Gold standard	class	True positives	3	21.0
Gold standard	class	False negatives	3	0.0
Gold standard	class	False positives	3	0.0
Gold standard	class	Completeness	3	1.0
Gold standard	class	Purity	3	1.0
Gold standard	class	F1 score	3	1.0
Gold standard	class	Jaccard index	3	1.0
Gold standard	order	True positives	3	40.0
Gold standard	order	False negatives	3	0.0
Gold standard	order	False positives	3	0.0
Gold standard	order	Completeness	3	1.0
Gold standard	order	Purity	3	1.0
Gold standard	order	F1 score	3	1.0
Gold standard	order	Jaccard index	3	1.0
Gold standard	family	True positives	3	88.0
Gold standard	family	False negatives	3	0.0
Gold standard	family	False positives	3	0.0
Gold standard	family	Completeness	3	1.0
Gold standard	family	Purity	3	1.0
Gold standard	family	F1 score	3	1.0
Gold standard	family	Jaccard index	3	1.0
Gold standard	genus	True positives	3	194.0
Gold standard	genus	False negatives	3	0.0
Gold standard	genus	False positives	3	0.0
Gold standard	genus	Completeness	3	1.0
Gold standard	genus	Purity	3	1.0
Gold standard	genus	F1 score	3	1.0
Gold standard	genus	Jaccard index	3	1.0
Gold standard	species	True positives	3	241.0
Gold standard	species	False negatives	3	0.0
Gold standard	species	False positives	3	0.0
Gold standard	species	Completeness	3	1.0
Gold standard	species	Purity	3	1.0
Gold standard	species	F1 score	3	1.0
Gold standard	species	Jaccard index	3	1.0
Gold standard	superkingdom	L1 norm error	3	0.0
Gold standard	phylum	L1 norm error	3	0.0
Gold standard	class	L1 norm error	3	0.0
Gold standard	order	L1 norm error	3	0.0
Gold standard	family	L1 norm error	3	0.0
Gold standard	genus	L1 norm error	3	0.0
Gold standard	species	L1 norm error	3	0.0
Gold standard	na	Weighted UniFrac error	3	0.0
Gold standard	na	Unweighted UniFrac error	3	0.0
Gold standard	na	Weighted UniFrac (CAMI)	3	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	3	0.0
Gold standard	superkingdom	Sum of abundances	3	1.0
Gold standard	phylum	Sum of abundances	3	1.0000000000000002
Gold standard	class	Sum of abundances	3	1.0000010000000001
Gold standard	order	Sum of abundances	3	1.000002
Gold standard	family	Sum of abundances	3	0.9999950000000004
Gold standard	genus	Sum of abundances	3	0.9672139999999996
Gold standard	species	Sum of abundances	3	0.5578279999999998
Gold standard	superkingdom	Taxon counts	3	2.0
Gold standard	phylum	Taxon counts	3	12.0
Gold standard	class	Taxon counts	3	21.0
Gold standard	order	Taxon counts	3	40.0
Gold standard	family	Taxon counts	3	88.0
Gold standard	genus	Taxon counts	3	194.0
Gold standard	species	Taxon counts	3	241.0
Gold standard	superkingdom	Bray-Curtis distance	4	0.0
Gold standard	phylum	Bray-Curtis distance	4	0.0
Gold standard	class	Bray-Curtis distance	4	0.0
Gold standard	order	Bray-Curtis distance	4	0.0
Gold standard	family	Bray-Curtis distance	4	0.0
Gold standard	genus	Bray-Curtis distance	4	0.0
Gold standard	species	Bray-Curtis distance	4	0.0
Gold standard	superkingdom	Shannon diversity	4	0.06873429426189293
Gold standard	superkingdom	Shannon equitability	4	0.09916262547063566
Gold standard	phylum	Shannon diversity	4	1.3384989976919823
Gold standard	phylum	Shannon equitability	4	0.53865162210668
Gold standard	class	Shannon diversity	4	2.140571820601731
Gold standard	class	Shannon equitability	4	0.7030895204051669
Gold standard	order	Shannon diversity	4	2.7616397514993376
Gold standard	order	Shannon equitability	4	0.7486391967673228
Gold standard	family	Shannon diversity	4	3.7284141861028006
Gold standard	family	Shannon equitability	4	0.8327303351506544
Gold standard	genus	Shannon diversity	4	4.454788695795092
Gold standard	genus	Shannon equitability	4	0.8456546401369306
Gold standard	species	Shannon diversity	4	3.249817903047223
Gold standard	species	Shannon equitability	4	0.5925138054252378
Gold standard	superkingdom	True positives	4	2.0
Gold standard	superkingdom	False negatives	4	0.0
Gold standard	superkingdom	False positives	4	0.0
Gold standard	superkingdom	Completeness	4	1.0
Gold standard	superkingdom	Purity	4	1.0
Gold standard	superkingdom	F1 score	4	1.0
Gold standard	superkingdom	Jaccard index	4	1.0
Gold standard	phylum	True positives	4	12.0
Gold standard	phylum	False negatives	4	0.0
Gold standard	phylum	False positives	4	0.0
Gold standard	phylum	Completeness	4	1.0
Gold standard	phylum	Purity	4	1.0
Gold standard	phylum	F1 score	4	1.0
Gold standard	phylum	Jaccard index	4	1.0
Gold standard	class	True positives	4	21.0
Gold standard	class	False negatives	4	0.0
Gold standard	class	False positives	4	0.0
Gold standard	class	Completeness	4	1.0
Gold standard	class	Purity	4	1.0
Gold standard	class	F1 score	4	1.0
Gold standard	class	Jaccard index	4	1.0
Gold standard	order	True positives	4	40.0
Gold standard	order	False negatives	4	0.0
Gold standard	order	False positives	4	0.0
Gold standard	order	Completeness	4	1.0
Gold standard	order	Purity	4	1.0
Gold standard	order	F1 score	4	1.0
Gold standard	order	Jaccard index	4	1.0
Gold standard	family	True positives	4	88.0
Gold standard	family	False negatives	4	0.0
Gold standard	family	False positives	4	0.0
Gold standard	family	Completeness	4	1.0
Gold standard	family	Purity	4	1.0
Gold standard	family	F1 score	4	1.0
Gold standard	family	Jaccard index	4	1.0
Gold standard	genus	True positives	4	194.0
Gold standard	genus	False negatives	4	0.0
Gold standard	genus	False positives	4	0.0
Gold standard	genus	Completeness	4	1.0
Gold standard	genus	Purity	4	1.0
Gold standard	genus	F1 score	4	1.0
Gold standard	genus	Jaccard index	4	1.0
Gold standard	species	True positives	4	241.0
Gold standard	species	False negatives	4	0.0
Gold standard	species	False positives	4	0.0
Gold standard	species	Completeness	4	1.0
Gold standard	species	Purity	4	1.0
Gold standard	species	F1 score	4	1.0
Gold standard	species	Jaccard index	4	1.0
Gold standard	superkingdom	L1 norm error	4	0.0
Gold standard	phylum	L1 norm error	4	0.0
Gold standard	class	L1 norm error	4	0.0
Gold standard	order	L1 norm error	4	0.0
Gold standard	family	L1 norm error	4	0.0
Gold standard	genus	L1 norm error	4	0.0
Gold standard	species	L1 norm error	4	0.0
Gold standard	na	Weighted UniFrac error	4	0.0
Gold standard	na	Unweighted UniFrac error	4	0.0
Gold standard	na	Weighted UniFrac (CAMI)	4	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	4	0.0
Gold standard	superkingdom	Sum of abundances	4	1.0
Gold standard	phylum	Sum of abundances	4	1.000001
Gold standard	class	Sum of abundances	4	0.999999
Gold standard	order	Sum of abundances	4	0.9999980000000002
Gold standard	family	Sum of abundances	4	0.9999960000000003
Gold standard	genus	Sum of abundances	4	0.9703449999999997
Gold standard	species	Sum of abundances	4	0.5745339999999998
Gold standard	superkingdom	Taxon counts	4	2.0
Gold standard	phylum	Taxon counts	4	12.0
Gold standard	class	Taxon counts	4	21.0
Gold standard	order	Taxon counts	4	40.0
Gold standard	family	Taxon counts	4	88.0
Gold standard	genus	Taxon counts	4	194.0
Gold standard	species	Taxon counts	4	241.0
Gold standard	superkingdom	Bray-Curtis distance	5	0.0
Gold standard	phylum	Bray-Curtis distance	5	0.0
Gold standard	class	Bray-Curtis distance	5	0.0
Gold standard	order	Bray-Curtis distance	5	0.0
Gold standard	family	Bray-Curtis distance	5	0.0
Gold standard	genus	Bray-Curtis distance	5	0.0
Gold standard	species	Bray-Curtis distance	5	0.0
Gold standard	superkingdom	Shannon diversity	5	0.07784066011186004
Gold standard	superkingdom	Shannon equitability	5	0.11230033432290383
Gold standard	phylum	Shannon diversity	5	1.343401751660457
Gold standard	phylum	Shannon equitability	5	0.5406246354465949
Gold standard	class	Shannon diversity	5	2.140870601648467
Gold standard	class	Shannon equitability	5	0.7031876576509412
Gold standard	order	Shannon diversity	5	2.782801243368081
Gold standard	order	Shannon equitability	5	0.7543757604398341
Gold standard	family	Shannon diversity	5	3.7270409792852424
Gold standard	family	Shannon equitability	5	0.8324236334495186
Gold standard	genus	Shannon diversity	5	4.424348319033846
Gold standard	genus	Shannon equitability	5	0.8398761290529003
Gold standard	species	Shannon diversity	5	3.1074513491074742
Gold standard	species	Shannon equitability	5	0.5665572284241012
Gold standard	superkingdom	True positives	5	2.0
Gold standard	superkingdom	False negatives	5	0.0
Gold standard	superkingdom	False positives	5	0.0
Gold standard	superkingdom	Completeness	5	1.0
Gold standard	superkingdom	Purity	5	1.0
Gold standard	superkingdom	F1 score	5	1.0
Gold standard	superkingdom	Jaccard index	5	1.0
Gold standard	phylum	True positives	5	12.0
Gold standard	phylum	False negatives	5	0.0
Gold standard	phylum	False positives	5	0.0
Gold standard	phylum	Completeness	5	1.0
Gold standard	phylum	Purity	5	1.0
Gold standard	phylum	F1 score	5	1.0
Gold standard	phylum	Jaccard index	5	1.0
Gold standard	class	True positives	5	21.0
Gold standard	class	False negatives	5	0.0
Gold standard	class	False positives	5	0.0
Gold standard	class	Completeness	5	1.0
Gold standard	class	Purity	5	1.0
Gold standard	class	F1 score	5	1.0
Gold standard	class	Jaccard index	5	1.0
Gold standard	order	True positives	5	40.0
Gold standard	order	False negatives	5	0.0
Gold standard	order	False positives	5	0.0
Gold standard	order	Completeness	5	1.0
Gold standard	order	Purity	5	1.0
Gold standard	order	F1 score	5	1.0
Gold standard	order	Jaccard index	5	1.0
Gold standard	family	True positives	5	88.0
Gold standard	family	False negatives	5	0.0
Gold standard	family	False positives	5	0.0
Gold standard	family	Completeness	5	1.0
Gold standard	family	Purity	5	1.0
Gold standard	family	F1 score	5	1.0
Gold standard	family	Jaccard index	5	1.0
Gold standard	genus	True positives	5	194.0
Gold standard	genus	False negatives	5	0.0
Gold standard	genus	False positives	5	0.0
Gold standard	genus	Completeness	5	1.0
Gold standard	genus	Purity	5	1.0
Gold standard	genus	F1 score	5	1.0
Gold standard	genus	Jaccard index	5	1.0
Gold standard	species	True positives	5	241.0
Gold standard	species	False negatives	5	0.0
Gold standard	species	False positives	5	0.0
Gold standard	species	Completeness	5	1.0
Gold standard	species	Purity	5	1.0
Gold standard	species	F1 score	5	1.0
Gold standard	species	Jaccard index	5	1.0
Gold standard	superkingdom	L1 norm error	5	0.0
Gold standard	phylum	L1 norm error	5	0.0
Gold standard	class	L1 norm error	5	0.0
Gold standard	order	L1 norm error	5	0.0
Gold standard	family	L1 norm error	5	0.0
Gold standard	genus	L1 norm error	5	0.0
Gold standard	species	L1 norm error	5	0.0
Gold standard	na	Weighted UniFrac error	5	0.0
Gold standard	na	Unweighted UniFrac error	5	0.0
Gold standard	na	Weighted UniFrac (CAMI)	5	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	5	0.0
Gold standard	superkingdom	Sum of abundances	5	1.0
Gold standard	phylum	Sum of abundances	5	0.999999
Gold standard	class	Sum of abundances	5	1.0
Gold standard	order	Sum of abundances	5	1.0000019999999998
Gold standard	family	Sum of abundances	5	1.0000029999999995
Gold standard	genus	Sum of abundances	5	0.9657239999999997
Gold standard	species	Sum of abundances	5	0.5392360000000003
Gold standard	superkingdom	Taxon counts	5	2.0
Gold standard	phylum	Taxon counts	5	12.0
Gold standard	class	Taxon counts	5	21.0
Gold standard	order	Taxon counts	5	40.0
Gold standard	family	Taxon counts	5	88.0
Gold standard	genus	Taxon counts	5	194.0
Gold standard	species	Taxon counts	5	241.0
CONSULT-II (new) (new)	superkingdom	Bray-Curtis distance	1	0.0005698920832260256
CONSULT-II (new)	phylum	Bray-Curtis distance	1	0.053754062247819374
CONSULT-II (new)	class	Bray-Curtis distance	1	0.09081590083416652
CONSULT-II (new)	order	Bray-Curtis distance	1	0.3548604291205234
CONSULT-II (new)	family	Bray-Curtis distance	1	0.19059092995817142
CONSULT-II (new)	genus	Bray-Curtis distance	1	0.321904826941304
CONSULT-II (new)	species	Bray-Curtis distance	1	0.8409662169544626
CONSULT-II (new)	superkingdom	Shannon diversity	1	0.04718688900398659
CONSULT-II (new)	superkingdom	Shannon equitability	1	0.06807629076102942
CONSULT-II (new)	phylum	Shannon diversity	1	1.2687667041349728
CONSULT-II (new)	phylum	Shannon equitability	1	0.3463205554287194
CONSULT-II (new)	class	Shannon diversity	1	2.067287630747218
CONSULT-II (new)	class	Shannon equitability	1	0.46912170137242487
CONSULT-II (new)	order	Shannon diversity	1	3.146469805702691
CONSULT-II (new)	order	Shannon equitability	1	0.6027309078410344
CONSULT-II (new)	family	Shannon diversity	1	3.9670881073126623
CONSULT-II (new)	family	Shannon equitability	1	0.6588727326130103
CONSULT-II (new)	genus	Shannon diversity	1	5.125259932648
CONSULT-II (new)	genus	Shannon equitability	1	0.6721127838767803
CONSULT-II (new)	species	Shannon diversity	1	6.533812510450785
CONSULT-II (new)	species	Shannon equitability	1	0.7190968699800118
CONSULT-II (new)	superkingdom	True positives	1	2.0
CONSULT-II (new)	superkingdom	False negatives	1	0.0
CONSULT-II (new)	superkingdom	False positives	1	0.0
CONSULT-II (new)	superkingdom	Completeness	1	1.0
CONSULT-II (new)	superkingdom	Purity	1	1.0
CONSULT-II (new)	superkingdom	F1 score	1	1.0
CONSULT-II (new)	superkingdom	Jaccard index	1	1.0
CONSULT-II (new)	phylum	True positives	1	12.0
CONSULT-II (new)	phylum	False negatives	1	0.0
CONSULT-II (new)	phylum	False positives	1	27.0
CONSULT-II (new)	phylum	Completeness	1	1.0
CONSULT-II (new)	phylum	Purity	1	0.3076923076923077
CONSULT-II (new)	phylum	F1 score	1	0.47058823529411764
CONSULT-II (new)	phylum	Jaccard index	1	0.3076923076923077
CONSULT-II (new)	class	True positives	1	21.0
CONSULT-II (new)	class	False negatives	1	0.0
CONSULT-II (new)	class	False positives	1	61.0
CONSULT-II (new)	class	Completeness	1	1.0
CONSULT-II (new)	class	Purity	1	0.25609756097560976
CONSULT-II (new)	class	F1 score	1	0.4077669902912621
CONSULT-II (new)	class	Jaccard index	1	0.25609756097560976
CONSULT-II (new)	order	True positives	1	40.0
CONSULT-II (new)	order	False negatives	1	0.0
CONSULT-II (new)	order	False positives	1	145.0
CONSULT-II (new)	order	Completeness	1	1.0
CONSULT-II (new)	order	Purity	1	0.21621621621621623
CONSULT-II (new)	order	F1 score	1	0.35555555555555557
CONSULT-II (new)	order	Jaccard index	1	0.21621621621621623
CONSULT-II (new)	family	True positives	1	84.0
CONSULT-II (new)	family	False negatives	1	4.0
CONSULT-II (new)	family	False positives	1	328.0
CONSULT-II (new)	family	Completeness	1	0.9545454545454546
CONSULT-II (new)	family	Purity	1	0.20388349514563106
CONSULT-II (new)	family	F1 score	1	0.336
CONSULT-II (new)	family	Jaccard index	1	0.20192307692307693
CONSULT-II (new)	genus	True positives	1	175.0
CONSULT-II (new)	genus	False negatives	1	19.0
CONSULT-II (new)	genus	False positives	1	1875.0
CONSULT-II (new)	genus	Completeness	1	0.9020618556701031
CONSULT-II (new)	genus	Purity	1	0.08536585365853659
CONSULT-II (new)	genus	F1 score	1	0.1559714795008913
CONSULT-II (new)	genus	Jaccard index	1	0.0845819236346061
CONSULT-II (new)	species	True positives	1	56.0
CONSULT-II (new)	species	False negatives	1	185.0
CONSULT-II (new)	species	False positives	1	8776.0
CONSULT-II (new)	species	Completeness	1	0.23236514522821577
CONSULT-II (new)	species	Purity	1	0.006340579710144928
CONSULT-II (new)	species	F1 score	1	0.01234431830706492
CONSULT-II (new)	species	Jaccard index	1	0.0062104912942220255
CONSULT-II (new)	superkingdom	L1 norm error	1	0.0011397841664520514
CONSULT-II (new)	phylum	L1 norm error	1	0.10750897449683594
CONSULT-II (new)	class	L1 norm error	1	0.18162739599362296
CONSULT-II (new)	order	L1 norm error	1	0.7096083020458004
CONSULT-II (new)	family	L1 norm error	1	0.38068797915503977
CONSULT-II (new)	genus	L1 norm error	1	0.632554644099447
CONSULT-II (new)	species	L1 norm error	1	1.2918769524564502
CONSULT-II (new)	na	Weighted UniFrac error	1	0.02629755932480937
CONSULT-II (new)	na	Unweighted UniFrac error	1	11.498083466227754
CONSULT-II (new)	na	Weighted UniFrac (CAMI)	1	4.421915422837638
CONSULT-II (new)	na	Unweighted UniFrac (CAMI)	1	63751.14194505779
CONSULT-II (new)	superkingdom	Sum of abundances	1	1.0000000000000002
CONSULT-II (new)	phylum	Sum of abundances	1	1.0000158127806842
CONSULT-II (new)	class	Sum of abundances	1	0.9999524878488287
CONSULT-II (new)	order	Sum of abundances	1	0.99968281559168
CONSULT-II (new)	family	Sum of abundances	1	0.9974076869642166
CONSULT-II (new)	genus	Sum of abundances	1	0.9975962192760405
CONSULT-II (new)	species	Sum of abundances	1	0.9922617471514518
CONSULT-II (new)	superkingdom	Taxon counts	1	2.0
CONSULT-II (new)	phylum	Taxon counts	1	39.0
CONSULT-II (new)	class	Taxon counts	1	82.0
CONSULT-II (new)	order	Taxon counts	1	185.0
CONSULT-II (new)	family	Taxon counts	1	412.0
CONSULT-II (new)	genus	Taxon counts	1	2050.0
CONSULT-II (new)	species	Taxon counts	1	8832.0
CONSULT-II (new)	superkingdom	Bray-Curtis distance	2	0.00034137590937096285
CONSULT-II (new)	phylum	Bray-Curtis distance	2	0.05270068708102375
CONSULT-II (new)	class	Bray-Curtis distance	2	0.0959911434542437
CONSULT-II (new)	order	Bray-Curtis distance	2	0.34580373252952684
CONSULT-II (new)	family	Bray-Curtis distance	2	0.1866718180398715
CONSULT-II (new)	genus	Bray-Curtis distance	2	0.3398996214635746
CONSULT-II (new)	species	Bray-Curtis distance	2	0.8320578386685549
CONSULT-II (new)	superkingdom	Shannon diversity	2	0.04479546168971045
CONSULT-II (new)	superkingdom	Shannon equitability	2	0.06462619043407682
CONSULT-II (new)	phylum	Shannon diversity	2	1.2542327071185069
CONSULT-II (new)	phylum	Shannon equitability	2	0.34235337856087
