tool	rank	metric	sample	value
Gold standard	class	Shannon equitability	2	0.7212162129034693
Gold standard	order	Shannon diversity	2	2.771314484592129
Gold standard	order	Shannon equitability	2	0.7512618720846206
Gold standard	family	Shannon diversity	2	3.7556353060079695
Gold standard	family	Shannon equitability	2	0.8388100921653925
Gold standard	genus	Shannon diversity	2	4.542632688203831
Gold standard	genus	Shannon equitability	2	0.862330106665505
Gold standard	species	Shannon diversity	2	5.003665442866458
Gold standard	species	Shannon equitability	2	0.9122790694972925
Gold standard	strain	Shannon diversity	2	6.054791085457691
Gold standard	strain	Shannon equitability	2	0.9475059549264659
Gold standard	superkingdom	True positives	2	2.0
Gold standard	superkingdom	False negatives	2	0.0
Gold standard	superkingdom	False positives	2	0.0
Gold standard	superkingdom	Completeness	2	1.0
Gold standard	superkingdom	Purity	2	1.0
Gold standard	superkingdom	F1 score	2	1.0
Gold standard	superkingdom	Jaccard index	2	1.0
Gold standard	phylum	True positives	2	12.0
Gold standard	phylum	False negatives	2	0.0
Gold standard	phylum	False positives	2	0.0
Gold standard	phylum	Completeness	2	1.0
Gold standard	phylum	Purity	2	1.0
Gold standard	phylum	F1 score	2	1.0
Gold standard	phylum	Jaccard index	2	1.0
Gold standard	class	True positives	2	21.0
Gold standard	class	False negatives	2	0.0
Gold standard	class	False positives	2	0.0
Gold standard	class	Completeness	2	1.0
Gold standard	class	Purity	2	1.0
Gold standard	class	F1 score	2	1.0
Gold standard	class	Jaccard index	2	1.0
Gold standard	order	True positives	2	40.0
Gold standard	order	False negatives	2	0.0
Gold standard	order	False positives	2	0.0
Gold standard	order	Completeness	2	1.0
Gold standard	order	Purity	2	1.0
Gold standard	order	F1 score	2	1.0
Gold standard	order	Jaccard index	2	1.0
Gold standard	family	True positives	2	88.0
Gold standard	family	False negatives	2	0.0
Gold standard	family	False positives	2	0.0
Gold standard	family	Completeness	2	1.0
Gold standard	family	Purity	2	1.0
Gold standard	family	F1 score	2	1.0
Gold standard	family	Jaccard index	2	1.0
Gold standard	genus	True positives	2	194.0
Gold standard	genus	False negatives	2	0.0
Gold standard	genus	False positives	2	0.0
Gold standard	genus	Completeness	2	1.0
Gold standard	genus	Purity	2	1.0
Gold standard	genus	F1 score	2	1.0
Gold standard	genus	Jaccard index	2	1.0
Gold standard	species	True positives	2	241.0
Gold standard	species	False negatives	2	0.0
Gold standard	species	False positives	2	0.0
Gold standard	species	Completeness	2	1.0
Gold standard	species	Purity	2	1.0
Gold standard	species	F1 score	2	1.0
Gold standard	species	Jaccard index	2	1.0
Gold standard	strain	True positives	2	596.0
Gold standard	strain	False negatives	2	0.0
Gold standard	strain	False positives	2	0.0
Gold standard	strain	Completeness	2	1.0
Gold standard	strain	Purity	2	1.0
Gold standard	strain	F1 score	2	1.0
Gold standard	strain	Jaccard index	2	1.0
Gold standard	superkingdom	L1 norm error	2	0.0
Gold standard	phylum	L1 norm error	2	0.0
Gold standard	class	L1 norm error	2	0.0
Gold standard	order	L1 norm error	2	0.0
Gold standard	family	L1 norm error	2	0.0
Gold standard	genus	L1 norm error	2	0.0
Gold standard	species	L1 norm error	2	0.0
Gold standard	strain	L1 norm error	2	0.0
Gold standard	na	Weighted UniFrac error	2	0.0
Gold standard	na	Unweighted UniFrac error	2	0.0
Gold standard	na	Weighted UniFrac (CAMI)	2	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	2	0.0
Gold standard	superkingdom	Sum of abundances	2	1.0
Gold standard	phylum	Sum of abundances	2	1.0
Gold standard	class	Sum of abundances	2	1.0
Gold standard	order	Sum of abundances	2	1.0
Gold standard	family	Sum of abundances	2	0.9999999999999996
Gold standard	genus	Sum of abundances	2	0.9999999999999994
Gold standard	species	Sum of abundances	2	0.9999999999999994
Gold standard	strain	Sum of abundances	2	0.9999999999999984
Gold standard	superkingdom	Taxon counts	2	2.0
Gold standard	phylum	Taxon counts	2	12.0
Gold standard	class	Taxon counts	2	21.0
Gold standard	order	Taxon counts	2	40.0
Gold standard	family	Taxon counts	2	88.0
Gold standard	genus	Taxon counts	2	194.0
Gold standard	species	Taxon counts	2	241.0
Gold standard	strain	Taxon counts	2	596.0
Gold standard	superkingdom	Bray-Curtis distance	3	0.0
Gold standard	phylum	Bray-Curtis distance	3	0.0
Gold standard	class	Bray-Curtis distance	3	0.0
Gold standard	order	Bray-Curtis distance	3	0.0
Gold standard	family	Bray-Curtis distance	3	0.0
Gold standard	genus	Bray-Curtis distance	3	0.0
Gold standard	species	Bray-Curtis distance	3	0.0
Gold standard	strain	Bray-Curtis distance	3	0.0
Gold standard	superkingdom	Shannon diversity	3	0.07437282252446445
Gold standard	superkingdom	Shannon equitability	3	0.10729730223295986
Gold standard	phylum	Shannon diversity	3	1.378653930444844
Gold standard	phylum	Shannon equitability	3	0.5548111558083938
Gold standard	class	Shannon diversity	3	2.1898076323894706
Gold standard	class	Shannon equitability	3	0.7192614530464504
Gold standard	order	Shannon diversity	3	2.7698471255101302
Gold standard	order	Shannon equitability	3	0.7508640930028557
Gold standard	family	Shannon diversity	3	3.7570640754600553
Gold standard	family	Shannon equitability	3	0.8391292036174203
Gold standard	genus	Shannon diversity	3	4.564497118007164
Gold standard	genus	Shannon equitability	3	0.8664806416919115
Gold standard	species	Shannon diversity	3	5.094831279095093
Gold standard	species	Shannon equitability	3	0.9289006212765332
Gold standard	strain	Shannon diversity	3	6.1643542211796225
Gold standard	strain	Shannon equitability	3	0.9646513398079163
Gold standard	superkingdom	True positives	3	2.0
Gold standard	superkingdom	False negatives	3	0.0
Gold standard	superkingdom	False positives	3	0.0
Gold standard	superkingdom	Completeness	3	1.0
Gold standard	superkingdom	Purity	3	1.0
Gold standard	superkingdom	F1 score	3	1.0
Gold standard	superkingdom	Jaccard index	3	1.0
Gold standard	phylum	True positives	3	12.0
Gold standard	phylum	False negatives	3	0.0
Gold standard	phylum	False positives	3	0.0
Gold standard	phylum	Completeness	3	1.0
Gold standard	phylum	Purity	3	1.0
Gold standard	phylum	F1 score	3	1.0
Gold standard	phylum	Jaccard index	3	1.0
Gold standard	class	True positives	3	21.0
Gold standard	class	False negatives	3	0.0
Gold standard	class	False positives	3	0.0
Gold standard	class	Completeness	3	1.0
Gold standard	class	Purity	3	1.0
Gold standard	class	F1 score	3	1.0
Gold standard	class	Jaccard index	3	1.0
Gold standard	order	True positives	3	40.0
Gold standard	order	False negatives	3	0.0
Gold standard	order	False positives	3	0.0
Gold standard	order	Completeness	3	1.0
Gold standard	order	Purity	3	1.0
Gold standard	order	F1 score	3	1.0
Gold standard	order	Jaccard index	3	1.0
Gold standard	family	True positives	3	88.0
Gold standard	family	False negatives	3	0.0
Gold standard	family	False positives	3	0.0
Gold standard	family	Completeness	3	1.0
Gold standard	family	Purity	3	1.0
Gold standard	family	F1 score	3	1.0
Gold standard	family	Jaccard index	3	1.0
Gold standard	genus	True positives	3	194.0
Gold standard	genus	False negatives	3	0.0
Gold standard	genus	False positives	3	0.0
Gold standard	genus	Completeness	3	1.0
Gold standard	genus	Purity	3	1.0
Gold standard	genus	F1 score	3	1.0
Gold standard	genus	Jaccard index	3	1.0
Gold standard	species	True positives	3	241.0
Gold standard	species	False negatives	3	0.0
Gold standard	species	False positives	3	0.0
Gold standard	species	Completeness	3	1.0
Gold standard	species	Purity	3	1.0
Gold standard	species	F1 score	3	1.0
Gold standard	species	Jaccard index	3	1.0
Gold standard	strain	True positives	3	596.0
Gold standard	strain	False negatives	3	0.0
Gold standard	strain	False positives	3	0.0
Gold standard	strain	Completeness	3	1.0
Gold standard	strain	Purity	3	1.0
Gold standard	strain	F1 score	3	1.0
Gold standard	strain	Jaccard index	3	1.0
Gold standard	superkingdom	L1 norm error	3	0.0
Gold standard	phylum	L1 norm error	3	0.0
Gold standard	class	L1 norm error	3	0.0
Gold standard	order	L1 norm error	3	0.0
Gold standard	family	L1 norm error	3	0.0
Gold standard	genus	L1 norm error	3	0.0
Gold standard	species	L1 norm error	3	0.0
Gold standard	strain	L1 norm error	3	0.0
Gold standard	na	Weighted UniFrac error	3	0.0
Gold standard	na	Unweighted UniFrac error	3	0.0
Gold standard	na	Weighted UniFrac (CAMI)	3	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	3	0.0
Gold standard	superkingdom	Sum of abundances	3	1.0
Gold standard	phylum	Sum of abundances	3	0.9999999999999997
Gold standard	class	Sum of abundances	3	1.0
Gold standard	order	Sum of abundances	3	1.0000000000000002
Gold standard	family	Sum of abundances	3	0.9999999999999996
Gold standard	genus	Sum of abundances	3	1.0
Gold standard	species	Sum of abundances	3	1.0000000000000007
Gold standard	strain	Sum of abundances	3	0.9999999999999996
Gold standard	superkingdom	Taxon counts	3	2.0
Gold standard	phylum	Taxon counts	3	12.0
Gold standard	class	Taxon counts	3	21.0
Gold standard	order	Taxon counts	3	40.0
Gold standard	family	Taxon counts	3	88.0
Gold standard	genus	Taxon counts	3	194.0
Gold standard	species	Taxon counts	3	241.0
Gold standard	strain	Taxon counts	3	596.0
Gold standard	superkingdom	Bray-Curtis distance	4	0.0
Gold standard	phylum	Bray-Curtis distance	4	0.0
Gold standard	class	Bray-Curtis distance	4	0.0
Gold standard	order	Bray-Curtis distance	4	0.0
Gold standard	family	Bray-Curtis distance	4	0.0
Gold standard	genus	Bray-Curtis distance	4	0.0
Gold standard	species	Bray-Curtis distance	4	0.0
Gold standard	strain	Bray-Curtis distance	4	0.0
Gold standard	superkingdom	Shannon diversity	4	0.06873429426189293
Gold standard	superkingdom	Shannon equitability	4	0.09916262547063566
Gold standard	phylum	Shannon diversity	4	1.3384986591938233
Gold standard	phylum	Shannon equitability	4	0.5386514858849998
Gold standard	class	Shannon diversity	4	2.1405729611751925
Gold standard	class	Shannon equitability	4	0.7030898950364874
Gold standard	order	Shannon diversity	4	2.761643274787887
Gold standard	order	Shannon equitability	4	0.7486401518781074
Gold standard	family	Shannon diversity	4	3.7284250998111976
Gold standard	family	Shannon equitability	4	0.8327327726953041
Gold standard	genus	Shannon diversity	4	4.560829207605714
Gold standard	genus	Shannon equitability	4	0.8657843605296824
Gold standard	species	Shannon diversity	4	5.1022453979995985
Gold standard	species	Shannon equitability	4	0.9302523794171553
Gold standard	strain	Shannon diversity	4	6.160198424531574
Gold standard	strain	Shannon equitability	4	0.9640010048886906
Gold standard	superkingdom	True positives	4	2.0
Gold standard	superkingdom	False negatives	4	0.0
Gold standard	superkingdom	False positives	4	0.0
Gold standard	superkingdom	Completeness	4	1.0
Gold standard	superkingdom	Purity	4	1.0
Gold standard	superkingdom	F1 score	4	1.0
Gold standard	superkingdom	Jaccard index	4	1.0
Gold standard	phylum	True positives	4	12.0
Gold standard	phylum	False negatives	4	0.0
Gold standard	phylum	False positives	4	0.0
Gold standard	phylum	Completeness	4	1.0
Gold standard	phylum	Purity	4	1.0
Gold standard	phylum	F1 score	4	1.0
Gold standard	phylum	Jaccard index	4	1.0
Gold standard	class	True positives	4	21.0
Gold standard	class	False negatives	4	0.0
Gold standard	class	False positives	4	0.0
Gold standard	class	Completeness	4	1.0
Gold standard	class	Purity	4	1.0
Gold standard	class	F1 score	4	1.0
Gold standard	class	Jaccard index	4	1.0
Gold standard	order	True positives	4	40.0
Gold standard	order	False negatives	4	0.0
Gold standard	order	False positives	4	0.0
Gold standard	order	Completeness	4	1.0
Gold standard	order	Purity	4	1.0
Gold standard	order	F1 score	4	1.0
Gold standard	order	Jaccard index	4	1.0
Gold standard	family	True positives	4	88.0
Gold standard	family	False negatives	4	0.0
Gold standard	family	False positives	4	0.0
Gold standard	family	Completeness	4	1.0
Gold standard	family	Purity	4	1.0
Gold standard	family	F1 score	4	1.0
Gold standard	family	Jaccard index	4	1.0
Gold standard	genus	True positives	4	194.0
Gold standard	genus	False negatives	4	0.0
Gold standard	genus	False positives	4	0.0
Gold standard	genus	Completeness	4	1.0
Gold standard	genus	Purity	4	1.0
Gold standard	genus	F1 score	4	1.0
Gold standard	genus	Jaccard index	4	1.0
Gold standard	species	True positives	4	241.0
Gold standard	species	False negatives	4	0.0
Gold standard	species	False positives	4	0.0
Gold standard	species	Completeness	4	1.0
Gold standard	species	Purity	4	1.0
Gold standard	species	F1 score	4	1.0
Gold standard	species	Jaccard index	4	1.0
Gold standard	strain	True positives	4	596.0
Gold standard	strain	False negatives	4	0.0
Gold standard	strain	False positives	4	0.0
Gold standard	strain	Completeness	4	1.0
Gold standard	strain	Purity	4	1.0
Gold standard	strain	F1 score	4	1.0
Gold standard	strain	Jaccard index	4	1.0
Gold standard	superkingdom	L1 norm error	4	0.0
Gold standard	phylum	L1 norm error	4	0.0
Gold standard	class	L1 norm error	4	0.0
Gold standard	order	L1 norm error	4	0.0
Gold standard	family	L1 norm error	4	0.0
Gold standard	genus	L1 norm error	4	0.0
Gold standard	species	L1 norm error	4	0.0
Gold standard	strain	L1 norm error	4	0.0
Gold standard	na	Weighted UniFrac error	4	0.0
Gold standard	na	Unweighted UniFrac error	4	0.0
Gold standard	na	Weighted UniFrac (CAMI)	4	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	4	0.0
Gold standard	superkingdom	Sum of abundances	4	1.0
Gold standard	phylum	Sum of abundances	4	1.0000000000000002
Gold standard	class	Sum of abundances	4	1.0
Gold standard	order	Sum of abundances	4	1.0000000000000002
Gold standard	family	Sum of abundances	4	0.9999999999999996
Gold standard	genus	Sum of abundances	4	1.0000000000000007
Gold standard	species	Sum of abundances	4	1.0000000000000009
Gold standard	strain	Sum of abundances	4	1.000000000000001
Gold standard	superkingdom	Taxon counts	4	2.0
Gold standard	phylum	Taxon counts	4	12.0
Gold standard	class	Taxon counts	4	21.0
Gold standard	order	Taxon counts	4	40.0
Gold standard	family	Taxon counts	4	88.0
Gold standard	genus	Taxon counts	4	194.0
Gold standard	species	Taxon counts	4	241.0
Gold standard	strain	Taxon counts	4	596.0
Gold standard	superkingdom	Bray-Curtis distance	5	0.0
Gold standard	phylum	Bray-Curtis distance	5	0.0
Gold standard	class	Bray-Curtis distance	5	0.0
Gold standard	order	Bray-Curtis distance	5	0.0
Gold standard	family	Bray-Curtis distance	5	0.0
Gold standard	genus	Bray-Curtis distance	5	0.0
Gold standard	species	Bray-Curtis distance	5	0.0
Gold standard	strain	Bray-Curtis distance	5	0.0
Gold standard	superkingdom	Shannon diversity	5	0.07784066011186004
Gold standard	superkingdom	Shannon equitability	5	0.11230033432290383
Gold standard	phylum	Shannon diversity	5	1.343402095063052
Gold standard	phylum	Shannon equitability	5	0.5406247736419654
Gold standard	class	Shannon diversity	5	2.140870601648467
Gold standard	class	Shannon equitability	5	0.7031876576509412
Gold standard	order	Shannon diversity	5	2.7827976777747265
Gold standard	order	Shannon equitability	5	0.7543747938608503
Gold standard	family	Shannon diversity	5	3.7270327981913502
Gold standard	family	Shannon equitability	5	0.8324218062262762
Gold standard	genus	Shannon diversity	5	4.546502489383591
Gold standard	genus	Shannon equitability	5	0.8630647128494437
Gold standard	species	Shannon diversity	5	5.145090722324648
Gold standard	species	Shannon equitability	5	0.9380640313059303
Gold standard	strain	Shannon diversity	5	6.19748935238041
Gold standard	strain	Shannon equitability	5	0.9698366110562376
Gold standard	superkingdom	True positives	5	2.0
Gold standard	superkingdom	False negatives	5	0.0
Gold standard	superkingdom	False positives	5	0.0
Gold standard	superkingdom	Completeness	5	1.0
Gold standard	superkingdom	Purity	5	1.0
Gold standard	superkingdom	F1 score	5	1.0
Gold standard	superkingdom	Jaccard index	5	1.0
Gold standard	phylum	True positives	5	12.0
Gold standard	phylum	False negatives	5	0.0
Gold standard	phylum	False positives	5	0.0
Gold standard	phylum	Completeness	5	1.0
Gold standard	phylum	Purity	5	1.0
Gold standard	phylum	F1 score	5	1.0
Gold standard	phylum	Jaccard index	5	1.0
Gold standard	class	True positives	5	21.0
Gold standard	class	False negatives	5	0.0
Gold standard	class	False positives	5	0.0
Gold standard	class	Completeness	5	1.0
Gold standard	class	Purity	5	1.0
Gold standard	class	F1 score	5	1.0
Gold standard	class	Jaccard index	5	1.0
Gold standard	order	True positives	5	40.0
Gold standard	order	False negatives	5	0.0
Gold standard	order	False positives	5	0.0
Gold standard	order	Completeness	5	1.0
Gold standard	order	Purity	5	1.0
Gold standard	order	F1 score	5	1.0
Gold standard	order	Jaccard index	5	1.0
Gold standard	family	True positives	5	88.0
Gold standard	family	False negatives	5	0.0
Gold standard	family	False positives	5	0.0
Gold standard	family	Completeness	5	1.0
Gold standard	family	Purity	5	1.0
Gold standard	family	F1 score	5	1.0
Gold standard	family	Jaccard index	5	1.0
Gold standard	genus	True positives	5	194.0
Gold standard	genus	False negatives	5	0.0
Gold standard	genus	False positives	5	0.0
Gold standard	genus	Completeness	5	1.0
Gold standard	genus	Purity	5	1.0
Gold standard	genus	F1 score	5	1.0
Gold standard	genus	Jaccard index	5	1.0
Gold standard	species	True positives	5	241.0
Gold standard	species	False negatives	5	0.0
Gold standard	species	False positives	5	0.0
Gold standard	species	Completeness	5	1.0
Gold standard	species	Purity	5	1.0
Gold standard	species	F1 score	5	1.0
Gold standard	species	Jaccard index	5	1.0
Gold standard	strain	True positives	5	596.0
Gold standard	strain	False negatives	5	0.0
Gold standard	strain	False positives	5	0.0
Gold standard	strain	Completeness	5	1.0
Gold standard	strain	Purity	5	1.0
Gold standard	strain	F1 score	5	1.0
Gold standard	strain	Jaccard index	5	1.0
Gold standard	superkingdom	L1 norm error	5	0.0
Gold standard	phylum	L1 norm error	5	0.0
Gold standard	class	L1 norm error	5	0.0
Gold standard	order	L1 norm error	5	0.0
Gold standard	family	L1 norm error	5	0.0
Gold standard	genus	L1 norm error	5	0.0
Gold standard	species	L1 norm error	5	0.0
Gold standard	strain	L1 norm error	5	0.0
Gold standard	na	Weighted UniFrac error	5	0.0
Gold standard	na	Unweighted UniFrac error	5	0.0
Gold standard	na	Weighted UniFrac (CAMI)	5	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	5	0.0
Gold standard	superkingdom	Sum of abundances	5	1.0
Gold standard	phylum	Sum of abundances	5	1.0000000000000002
Gold standard	class	Sum of abundances	5	1.0
Gold standard	order	Sum of abundances	5	1.0
Gold standard	family	Sum of abundances	5	1.0000000000000002
Gold standard	genus	Sum of abundances	5	1.0000000000000002
Gold standard	species	Sum of abundances	5	1.0000000000000002
Gold standard	strain	Sum of abundances	5	0.9999999999999994
Gold standard	superkingdom	Taxon counts	5	2.0
Gold standard	phylum	Taxon counts	5	12.0
Gold standard	class	Taxon counts	5	21.0
Gold standard	order	Taxon counts	5	40.0
Gold standard	family	Taxon counts	5	88.0
Gold standard	genus	Taxon counts	5	194.0
Gold standard	species	Taxon counts	5	241.0
Gold standard	strain	Taxon counts	5	596.0
CONSULT-II (old)	superkingdom	Bray-Curtis distance	1	0.08492400000000001
CONSULT-II (old)	phylum	Bray-Curtis distance	1	0.18090054621956286
CONSULT-II (old)	class	Bray-Curtis distance	1	0.2566540883379304
CONSULT-II (old)	order	Bray-Curtis distance	1	0.4703059374010248
CONSULT-II (old)	family	Bray-Curtis distance	1	0.3695419654084452
CONSULT-II (old)	genus	Bray-Curtis distance	1	0.5295439893141866
CONSULT-II (old)	species	Bray-Curtis distance	1	0.8786292083382943
CONSULT-II (old)	strain	Bray-Curtis distance	1	1.0
CONSULT-II (old)	superkingdom	Shannon diversity	1	0.31082731575590494
CONSULT-II (old)	superkingdom	Shannon equitability	1	0.44842902701387205
CONSULT-II (old)	phylum	Shannon diversity	1	1.9051646266154918
CONSULT-II (old)	phylum	Shannon equitability	1	0.5200307271008241
CONSULT-II (old)	class	Shannon diversity	1	2.8320015428880696
CONSULT-II (old)	class	Shannon equitability	1	0.6426553143012711
CONSULT-II (old)	order	Shannon diversity	1	3.8751116038996702
CONSULT-II (old)	order	Shannon equitability	1	0.7423079448500102
CONSULT-II (old)	family	Shannon diversity	1	4.704826488116971
CONSULT-II (old)	family	Shannon equitability	1	0.7813998078292207
CONSULT-II (old)	genus	Shannon diversity	1	6.338171838157658
CONSULT-II (old)	genus	Shannon equitability	1	0.831170784470362
CONSULT-II (old)	species	Shannon diversity	1	7.7480079917394304
CONSULT-II (old)	species	Shannon equitability	1	0.8557296144874064
CONSULT-II (old)	strain	Shannon diversity	1	2.101222079119325
CONSULT-II (old)	strain	Shannon equitability	1	0.845593970018387
CONSULT-II (old)	superkingdom	True positives	1	2.0
CONSULT-II (old)	superkingdom	False negatives	1	0.0
CONSULT-II (old)	superkingdom	False positives	1	0.0
CONSULT-II (old)	superkingdom	Completeness	1	1.0
CONSULT-II (old)	superkingdom	Purity	1	1.0
CONSULT-II (old)	superkingdom	F1 score	1	1.0
CONSULT-II (old)	superkingdom	Jaccard index	1	1.0
CONSULT-II (old)	phylum	True positives	1	12.0
CONSULT-II (old)	phylum	False negatives	1	0.0
CONSULT-II (old)	phylum	False positives	1	27.0
CONSULT-II (old)	phylum	Completeness	1	1.0
CONSULT-II (old)	phylum	Purity	1	0.3076923076923077
CONSULT-II (old)	phylum	F1 score	1	0.47058823529411764
CONSULT-II (old)	phylum	Jaccard index	1	0.3076923076923077
CONSULT-II (old)	class	True positives	1	21.0
CONSULT-II (old)	class	False negatives	1	0.0
CONSULT-II (old)	class	False positives	1	61.0
CONSULT-II (old)	class	Completeness	1	1.0
CONSULT-II (old)	class	Purity	1	0.25609756097560976
CONSULT-II (old)	class	F1 score	1	0.4077669902912621
CONSULT-II (old)	class	Jaccard index	1	0.25609756097560976
CONSULT-II (old)	order	True positives	1	40.0
CONSULT-II (old)	order	False negatives	1	0.0
CONSULT-II (old)	order	False positives	1	145.0
CONSULT-II (old)	order	Completeness	1	1.0
CONSULT-II (old)	order	Purity	1	0.21621621621621623
CONSULT-II (old)	order	F1 score	1	0.35555555555555557
CONSULT-II (old)	order	Jaccard index	1	0.21621621621621623
CONSULT-II (old)	family	True positives	1	84.0
CONSULT-II (old)	family	False negatives	1	4.0
CONSULT-II (old)	family	False positives	1	328.0
CONSULT-II (old)	family	Completeness	1	0.9545454545454546
CONSULT-II (old)	family	Purity	1	0.20388349514563106
CONSULT-II (old)	family	F1 score	1	0.336
CONSULT-II (old)	family	Jaccard index	1	0.20192307692307693
CONSULT-II (old)	genus	True positives	1	175.0
CONSULT-II (old)	genus	False negatives	1	19.0
